"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000236965_prok","GCA_000763325_prok","GCA_001465325_prok","GCA_001665495_prok","GCA_001886355_prok","GCA_001894905_prok","GCA_002215235_prok","GCA_003004765_prok","GCA_003288095_prok","GCA_003633655_prok","GCA_004153645_prok","GCA_009831075_prok","GCA_900105195_prok","GCA_900177695_prok","GCA_900455725_prok"
"group_7635","","hypothetical protein","2","2","1","43","9203","1","4322","","425","425","425","GCA_000236965_prok_00264","","","","","","GCA_002215235_prok_04430","","","","","","","",""
"group_7706","","hypothetical protein","2","2","1","43","10798","1","528","","491","491","491","GCA_000236965_prok_01636","","","","","","GCA_002215235_prok_03195","","","","","","","",""
"group_774","","hypothetical protein","2","2","1","43","3376","1","178","","2513","2513","2513","","","","","","","","","","","GCA_004153645_prok_00548","","","","GCA_900455725_prok_03334"
"group_7762","","hypothetical protein","2","2","1","43","10577","455","1","","479","479","479","GCA_000236965_prok_01805","","","","","","","","GCA_003288095_prok_00243","","","","","",""
"group_7782","","hypothetical protein","2","2","1","43","1216","1","4096","","1145","1145","1145","GCA_000236965_prok_02139","","","","","","","","","","","","","GCA_900177695_prok_03769",""
"group_7783","","hypothetical protein","2","2","1","43","1217","1","4097","","1016","1016","1016","GCA_000236965_prok_02140","","","","","","","","","","","","","GCA_900177695_prok_03770",""
"rbsA","","Ribose import ATP-binding protein RbsA","2","2","1","43","1218","1","4098","","1523","1523","1523","GCA_000236965_prok_02141","","","","","","","","","","","","","GCA_900177695_prok_03771",""
"ntaA_5","","Nitrilotriacetate monooxygenase component A","2","2","1","43","1219","1","4099","","1313","1313","1313","GCA_000236965_prok_02142","","","","","","","","","","","","","GCA_900177695_prok_03772",""
"snaA","","Pristinamycin IIA synthase subunit A","2","2","1","43","1222","1","4102","","1268","1268","1268","GCA_000236965_prok_02145","","","","","","","","","","","","","GCA_900177695_prok_03775",""
"group_7789","","hypothetical protein","2","2","1","43","6325","441","1","","278","278","278","GCA_000236965_prok_02257","GCA_000763325_prok_03793","","","","","","","","","","","","",""
"group_7797","","hypothetical protein","2","2","1","43","617","114","2","","239","239","239","GCA_000236965_prok_02559","","","","","","","","GCA_003288095_prok_00900","","","","","",""
"rmlC_1","","dTDP-4-dehydrorhamnose 3,5-epimerase","2","2","1","43","5461","1","6009","","581","584","582","","","","","","","","GCA_003004765_prok_00983","","","","","","GCA_900177695_prok_04201",""
"group_782","","Insertion element IS6110 uncharacterized 12.0 kDa protein","2","2","1","43","9344","1","4503","","311","311","311","","GCA_000763325_prok_03701","","","GCA_001886355_prok_01811","","","","","","","","","",""
"phnF_2","","putative transcriptional regulator PhnF","2","2","1","43","2165","1","3788","","764","764","764","GCA_000236965_prok_02845","","","","","","","","","","","","","GCA_900177695_prok_03060",""
"group_7832","","hypothetical protein","2","2","1","43","2164","1","3753","","437","437","437","GCA_000236965_prok_02846","","","","","","","","","","","","","GCA_900177695_prok_03061",""
"phnI","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI","2","2","1","43","2179","1","3751","","1109","1109","1109","GCA_000236965_prok_02849","","","","","","","","","","","","","GCA_900177695_prok_03063",""
"group_7835","btuD_2","Vitamin B12 import ATP-binding protein BtuD","2","2","1","43","2180","1","3750","","1862","1862","1862","GCA_000236965_prok_02850","","","","","","","","","","","","","GCA_900177695_prok_03064",""
"phnL","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL","2","2","1","43","2181","1","3749","","743","743","743","GCA_000236965_prok_02851","","","","","","","","","","","","","GCA_900177695_prok_03065",""
"phnM","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase","2","2","1","43","2182","1","3748","","1238","1238","1238","GCA_000236965_prok_02852","","","","","","","","","","","","","GCA_900177695_prok_03066",""
"group_7838","phnD","Phosphate-import protein PhnD","2","2","1","43","2183","1","3747","","965","965","965","GCA_000236965_prok_02853","","","","","","","","","","","","","GCA_900177695_prok_03067",""
"group_7839","phnE","Phosphate-import permease protein PhnE","2","2","1","43","2176","1","3741","","1730","1730","1730","GCA_000236965_prok_02855","","","","","","","","","","","","","GCA_900177695_prok_03069",""
"group_7840","","hypothetical protein","2","2","1","43","2175","1","3740","","794","794","794","GCA_000236965_prok_02856","","","","","","","","","","","","","GCA_900177695_prok_03070",""
"group_7842","","hypothetical protein","2","2","1","43","7728","1","3146","","218","218","218","GCA_000236965_prok_02951","","","","","","","","","GCA_003633655_prok_00208","","","","",""
"group_789","","Insertion element IS6110 uncharacterized 12.0 kDa protein","2","2","1","43","8226","1","4832","","320","320","320","","GCA_000763325_prok_04781","","","","","","","","GCA_003633655_prok_05173","","","","",""
"group_790","","Insertion element IS6110 uncharacterized 12.0 kDa protein","2","2","1","43","8331","1","4517","","311","317","314","","","","GCA_001665495_prok_00812","GCA_001886355_prok_01822","","","","","","","","","",""
"group_7925","","hypothetical protein","2","2","1","43","6400","1","504","","965","965","965","GCA_000236965_prok_04477","","","","GCA_001886355_prok_00461","","","","","","","","","",""
"group_7926","","hypothetical protein","2","2","1","43","6401","1","505","","2753","2753","2753","GCA_000236965_prok_04478","","","","GCA_001886355_prok_00460","","","","","","","","","",""
"group_7927","","hypothetical protein","2","2","1","43","6402","1","517","","1214","1214","1214","GCA_000236965_prok_04479","","","","GCA_001886355_prok_00459","","","","","","","","","",""
"group_7961","","hypothetical protein","2","2","1","43","3888","445","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","749","749","749","GCA_000236965_prok_04865","GCA_000763325_prok_04415","","","","","","","","","","","","",""
"group_8026","","hypothetical protein","2","2","1","43","6883","1","974","","155","155","155","","GCA_000763325_prok_00018","","","GCA_001886355_prok_02338","","","","","","","","","",""
"group_8035","","Putative short-chain type dehydrogenase/reductase","2","2","1","43","5295","1","2675","","887","887","887","","GCA_000763325_prok_01062","","","","","","","GCA_003288095_prok_00340","","","","","",""
"group_8036","fadD_1","Long-chain-fatty-acid--CoA ligase","2","2","1","43","5297","1","2673","","1703","1703","1703","","GCA_000763325_prok_01064","","","","","","","GCA_003288095_prok_00342","","","","","",""
"group_8037","","hypothetical protein","2","2","1","43","5298","1","2672","","701","701","701","","GCA_000763325_prok_01065","","","","","","","GCA_003288095_prok_00343","","","","","",""
"tdh_1","","L-threonine 3-dehydrogenase","2","2","1","43","5313","1","2483","","983","983","983","","GCA_000763325_prok_01067","","","","","","","GCA_003288095_prok_00345","","","","","",""
"group_8039","","hypothetical protein","2","2","1","43","5314","1","2482","","1043","1043","1043","","GCA_000763325_prok_01068","","","","","","","GCA_003288095_prok_00346","","","","","",""
"group_8040","","putative enoyl-CoA hydratase 1","2","2","1","43","5318","1","2478","","476","476","476","","GCA_000763325_prok_01072","","","","","","","GCA_003288095_prok_00350","","","","","",""
"group_8041","lcfB_7","Long-chain-fatty-acid--CoA ligase","2","2","1","43","5319","1","2477","","1499","1499","1499","","GCA_000763325_prok_01073","","","","","","","GCA_003288095_prok_00351","","","","","",""
"lldD","","Putative L-lactate dehydrogenase","2","2","1","43","5320","1","2476","","1358","1358","1358","","GCA_000763325_prok_01074","","","","","","","GCA_003288095_prok_00352","","","","","",""
"group_8043","ghrB","Glyoxylate/hydroxypyruvate reductase B","2","2","1","43","8165","1","2474","","983","983","983","","GCA_000763325_prok_01076","","","","","","","GCA_003288095_prok_00356","","","","","",""
"group_8044","","hypothetical protein","2","2","1","43","8166","1","2473","","3530","3530","3530","","GCA_000763325_prok_01077","","","","","","","GCA_003288095_prok_00357","","","","","",""
"ttuB","","Putative tartrate transporter","2","2","1","43","8168","1","3935","","1385","1385","1385","","GCA_000763325_prok_01079","","","","","","","GCA_003288095_prok_00369","","","","","",""
"group_8046","","Fluoroacetate dehalogenase","2","2","1","43","8169","1","3941","","956","956","956","","GCA_000763325_prok_01080","","","","","","","GCA_003288095_prok_00375","","","","","",""
"yihX","","Alpha-D-glucose 1-phosphate phosphatase YihX","2","2","1","43","8170","1","3942","","644","644","644","","GCA_000763325_prok_01081","","","","","","","GCA_003288095_prok_00376","","","","","",""
"group_8048","","hypothetical protein","2","2","1","43","8614","1","3943","","635","635","635","","GCA_000763325_prok_01082","","","","","","","GCA_003288095_prok_00377","","","","","",""
"group_8058","","hypothetical protein","2","2","1","43","2419","1","5538","","197","197","197","","GCA_000763325_prok_01845","","","GCA_001886355_prok_04849","","","","","","","","","",""
"group_806","geoB_1","Geranial dehydrogenase","2","2","1","43","5034","1","1552","","1454","1454","1454","","","","","","","","","","GCA_003633655_prok_03064","","","","GCA_900177695_prok_01687",""
"group_8060","","hypothetical protein","2","2","1","43","2870","17","6","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","809","818","813","GCA_000236965_prok_03278","GCA_000763325_prok_02195","","","","","","","","","","","","",""
"focA","","putative formate transporter 1","2","2","1","43","9907","1","4715","","839","839","839","","GCA_000763325_prok_02671","","","GCA_001886355_prok_00742","","","","","","","","","",""
"group_8064","","hypothetical protein","2","2","1","43","1470","1","1907","","446","446","446","","GCA_000763325_prok_02836","","","GCA_001886355_prok_00894","","","","","","","","","",""
"group_8094","","hypothetical protein","2","2","1","43","7660","132","1","","134","134","134","","GCA_000763325_prok_03795","","","GCA_001886355_prok_01881","","","","","","","","","",""
"group_8095","","hypothetical protein","2","2","1","43","6371","127","1","","185","185","185","","GCA_000763325_prok_04114","","","","","","","","GCA_003633655_prok_04737","","","","",""
"group_8099","","hypothetical protein","2","2","1","43","6422","1","1299","","347","347","347","","GCA_000763325_prok_04337","","","","","","","","GCA_003633655_prok_04436","","","","",""
"group_8101","","hypothetical protein","2","2","1","43","8750","1","1286","","293","293","293","","GCA_000763325_prok_04357","","","","","","","","GCA_003633655_prok_04416","","","","",""
"group_8107","","hypothetical protein","2","2","1","43","6694","1","921","","725","725","725","","GCA_000763325_prok_04369","","","","","","","","GCA_003633655_prok_04402","","","","",""
"group_8110","","hypothetical protein","2","2","1","43","6774","1","899","","230","230","230","","GCA_000763325_prok_04379","","","","","","","","GCA_003633655_prok_04389","","","","",""
"group_8113","","hypothetical protein","2","2","1","43","6811","1","3581","","290","290","290","","GCA_000763325_prok_04615","","","GCA_001886355_prok_02292","","","","","","","","","",""
"group_8116","","hypothetical protein","2","2","1","43","6823","1","3571","","362","362","362","","GCA_000763325_prok_04626","","","GCA_001886355_prok_02303","","","","","","","","","",""
"xerC_7","","Tyrosine recombinase XerC","2","2","1","43","7190","1","5806","","1133","1133","1133","","GCA_000763325_prok_04927","","","","","","","","GCA_003633655_prok_02744","","","","",""
"group_8246","","hypothetical protein","2","2","1","43","8626","1","5195","","1841","1841","1841","","GCA_000763325_prok_05030","","","","","","GCA_003004765_prok_00048","","","","","","",""
"group_8312","","hypothetical protein","2","2","1","43","5144","1","397","","1139","1139","1139","","","GCA_001465325_prok_00258","","","","","GCA_003004765_prok_01276","","","","","","",""
"group_8326","","tRNA-Ser(cga)","2","2","1","43","5386","100","2","","76","76","76","","","GCA_001465325_prok_00509","","","","","GCA_003004765_prok_00957","","","","","","",""
"group_838","","Tn3 family transposase ISSod9","2","2","1","43","10053","1","4695","","3014","3014","3014","","","","","","GCA_001894905_prok_04258","","","","","","","GCA_900105195_prok_04891","",""
"group_84","","hypothetical protein","2","2","1","43","1148","1","3288","","2594","2594","2594","","","","","","","","","","","GCA_004153645_prok_04444","","","","GCA_900455725_prok_00423"
"group_8434","","hypothetical protein","2","2","1","43","868","1","3734","","230","230","230","","","GCA_001465325_prok_01861","","","","GCA_002215235_prok_00369","","","","","","","",""
"group_8443","","hypothetical protein","2","2","1","43","2944","357","1","","1436","1436","1436","","","GCA_001465325_prok_02145","","","","GCA_002215235_prok_00079","","","","","","","",""
"group_8451","","hypothetical protein","2","2","1","43","4950","1","5982","","680","680","680","","","GCA_001465325_prok_02996","","GCA_001886355_prok_04046","","","","","","","","","",""
"group_846","","Tn3 family transposase ISAzs29","2","2","1","43","5294","1","2252","","2897","3011","2954","","","","","","","","","GCA_003288095_prok_00339","GCA_003633655_prok_02752","","","","",""
"mta","","hypothetical protein","2","2","1","43","9593","1","5918","","362","374","368","","","GCA_001465325_prok_05204","","","","","","","GCA_003633655_prok_02781","","","","",""
"fabG_8","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","43","2305","1","2926","","767","767","767","","","GCA_001465325_prok_04174","","","","","","","","","","","GCA_900177695_prok_01159",""
